"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Santa Fe County, NM"	"35049"	34	148750	22.9
	"Valencia County, NM"	"35061"	30	75940	39.5
	"Albany County, NY"	"36001"	49	309612	15.8
	"Bronx County, NY"	"36005"	360	1471160	24.5
	"Broome County, NY"	"36007"	67	193639	34.6
	"Cattaraugus County, NY"	"36009"	14	77348	Unreliable
	"Cayuga County, NY"	"36011"	23	77603	29.6
	"Chautauqua County, NY"	"36013"	40	129046	31.0
	"Chemung County, NY"	"36015"	27	85557	31.6
	"Clinton County, NY"	"36019"	17	80980	Unreliable
	"Columbia County, NY"	"36021"	19	60604	Unreliable
	"Cortland County, NY"	"36023"	14	47786	Unreliable
	"Dutchess County, NY"	"36027"	89	295568	30.1
	"Erie County, NY"	"36029"	280	925528	30.3
	"Genesee County, NY"	"36037"	14	57956	Unreliable
	"Greene County, NY"	"36039"	13	47470	Unreliable
	"Jefferson County, NY"	"36045"	22	114187	19.3
	"Kings County, NY"	"36047"	378	2648771	14.3
	"Lewis County, NY"	"36049"	12	26551	Unreliable
	"Monroe County, NY"	"36055"	206	747642	27.6
	"Nassau County, NY"	"36059"	230	1369514	16.8
	"New York County, NY"	"36061"	256	1664727	15.4
	"Niagara County, NY"	"36063"	48	211328	22.7
	"Oneida County, NY"	"36065"	59	231332	25.5
	"Onondaga County, NY"	"36067"	95	465398	20.4
	"Ontario County, NY"	"36069"	22	109899	20.0
	"Orange County, NY"	"36071"	96	382226	25.1
	"Oswego County, NY"	"36075"	24	118478	20.3
	"Otsego County, NY"	"36077"	10	60094	Unreliable
	"Putnam County, NY"	"36079"	33	99323	33.2
	"Queens County, NY"	"36081"	284	2358582	12.0
	"Rensselaer County, NY"	"36083"	21	159722	13.1
	"Richmond County, NY"	"36085"	117	479458	24.4
	"Rockland County, NY"	"36087"	43	328868	13.1
	"St. Lawrence County, NY"	"36089"	16	109623	Unreliable
	"Saratoga County, NY"	"36091"	19	229869	Unreliable
	"Schenectady County, NY"	"36093"	40	155565	25.7
	"Steuben County, NY"	"36101"	16	96281	Unreliable
	"Suffolk County, NY"	"36103"	479	1492953	32.1
	"Sullivan County, NY"	"36105"	31	75485	41.1
	"Tioga County, NY"	"36107"	10	48578	Unreliable
	"Tompkins County, NY"	"36109"	22	104802	21.0
	"Ulster County, NY"	"36111"	54	179417	30.1
	"Westchester County, NY"	"36119"	145	980244	14.8
	"Alamance County, NC"	"37001"	46	162391	28.3
	"Beaufort County, NC"	"37013"	20	47088	42.5
	"Brunswick County, NC"	"37019"	51	130897	39.0
	"Buncombe County, NC"	"37021"	111	257607	43.1
	"Burke County, NC"	"37023"	28	89293	31.4
	"Cabarrus County, NC"	"37025"	68	206872	32.9
	"Caldwell County, NC"	"37027"	18	81981	Unreliable
	"Carteret County, NC"	"37031"	20	68881	29.0
	"Catawba County, NC"	"37035"	43	157974	27.2
	"Chatham County, NC"	"37037"	10	71472	Unreliable
	"Cleveland County, NC"	"37045"	12	97334	Unreliable
	"Columbus County, NC"	"37047"	13	55936	Unreliable
	"Craven County, NC"	"37049"	40	102578	39.0
	"Cumberland County, NC"	"37051"	106	332546	31.9
	"Dare County, NC"	"37055"	15	36099	Unreliable
	"Davidson County, NC"	"37057"	55	165466	33.2
	"Durham County, NC"	"37063"	51	311640	16.4
	"Edgecombe County, NC"	"37065"	11	52747	Unreliable
	"Forsyth County, NC"	"37067"	85	376320	22.6
	"Franklin County, NC"	"37069"	12	66168	Unreliable
	"Gaston County, NC"	"37071"	55	220182	25.0
	"Granville County, NC"	"37077"	13	59557	Unreliable
	"Guilford County, NC"	"37081"	121	526953	23.0
	"Harnett County, NC"	"37085"	34	132754	25.6
	"Haywood County, NC"	"37087"	19	61084	Unreliable
	"Henderson County, NC"	"37089"	35	115708	30.2
	"Iredell County, NC"	"37097"	39	175711	22.2
	"Jackson County, NC"	"37099"	13	42973	Unreliable
	"Johnston County, NC"	"37101"	38	196708	19.3
	"Lee County, NC"	"37105"	20	60430	33.1
	"Lenoir County, NC"	"37107"	19	56883	Unreliable
	"Lincoln County, NC"	"37109"	10	82403	Unreliable
	"McDowell County, NC"	"37111"	15	45159	Unreliable
	"Mecklenburg County, NC"	"37119"	200	1076837	18.6
	"Moore County, NC"	"37125"	16	97264	Unreliable
	"Nash County, NC"	"37127"	15	93991	Unreliable
	"New Hanover County, NC"	"37129"	87	227198	38.3
	"Onslow County, NC"	"37133"	37	193893	19.1
	"Orange County, NC"	"37135"	13	144946	Unreliable
	"Pender County, NC"	"37141"	16	60958	Unreliable
	"Pitt County, NC"	"37147"	52	179042	29.0
	"Randolph County, NC"	"37151"	56	143282	39.1
	"Robeson County, NC"	"37155"	25	132606	18.9
	"Rockingham County, NC"	"37157"	24	90949	26.4
	"Rowan County, NC"	"37159"	72	140644	51.2
	"Rutherford County, NC"	"37161"	21	66551	31.6
	"Sampson County, NC"	"37163"	10	63430	Unreliable
	"Stanly County, NC"	"37167"	21	61482	34.2
	"Stokes County, NC"	"37169"	21	45717	45.9
	"Surry County, NC"	"37171"	21	72224	29.1
	"Union County, NC"	"37179"	32	231366	13.8
	"Vance County, NC"	"37181"	14	44211	Unreliable
	"Wake County, NC"	"37183"	150	1072203	14.0
	"Wayne County, NC"	"37191"	23	124172	18.5
	"Wilkes County, NC"	"37193"	20	68576	29.2
	"Wilson County, NC"	"37195"	15	81671	Unreliable
	"Cass County, ND"	"38017"	15	177787	Unreliable
	"Adams County, OH"	"39001"	16	27726	Unreliable
	"Allen County, OH"	"39003"	43	103198	41.7
	"Ashland County, OH"	"39005"	10	53628	Unreliable
	"Ashtabula County, OH"	"39007"	44	97807	45.0
	"Belmont County, OH"	"39013"	21	68029	30.9
	"Brown County, OH"	"39015"	30	43576	68.8
	"Butler County, OH"	"39017"	267	380604	70.2
	"Champaign County, OH"	"39021"	19	38840	Unreliable
	"Clark County, OH"	"39023"	95	134557	70.6
	"Clermont County, OH"	"39025"	96	204214	47.0
	"Clinton County, OH"	"39027"	30	42009	71.4
	"Columbiana County, OH"	"39029"	50	103077	48.5
	"Crawford County, OH"	"39033"	19	41746	Unreliable
	"Cuyahoga County, OH"	"39035"	619	1248514	49.6
	"Darke County, OH"	"39037"	29	51536	56.3
	"Delaware County, OH"	"39041"	32	200464	16.0
	"Erie County, OH"	"39043"	34	74817	45.4
	"Fairfield County, OH"	"39045"	49	154733	31.7
	"Fayette County, OH"	"39047"	28	28752	97.4
	"Franklin County, OH"	"39049"	451	1291981	34.9
	"Gallia County, OH"	"39053"	19	29973	Unreliable
	"Geauga County, OH"	"39055"	25	93918	26.6
	"Greene County, OH"	"39057"	68	166752	40.8
	"Guernsey County, OH"	"39059"	11	39093	Unreliable
	"Hamilton County, OH"	"39061"	461	813822	56.6
	"Hancock County, OH"	"39063"	34	75754	44.9
	"Highland County, OH"	"39071"	28	42971	65.2
	"Huron County, OH"	"39077"	31	58494	53.0
	"Jefferson County, OH"	"39081"	28	66359	42.2
	"Knox County, OH"	"39083"	15	61261	Unreliable
	"Lake County, OH"	"39085"	100	230117	43.5
	"Lawrence County, OH"	"39087"	32	60249	53.1
	"Licking County, OH"	"39089"	43	173448	24.8
	"Logan County, OH"	"39091"	17	45325	Unreliable
	"Lorain County, OH"	"39093"	137	307924	44.5
	"Lucas County, OH"	"39095"	167	430887	38.8
	"Madison County, OH"	"39097"	19	44036	Unreliable
	"Mahoning County, OH"	"39099"	117	229796	50.9
	"Marion County, OH"	"39101"	32	64967	49.3
	"Medina County, OH"	"39103"	48	178371	26.9
	"Miami County, OH"	"39109"	44	105122	41.9
	"Montgomery County, OH"	"39113"	525	531542	98.8
	"Morrow County, OH"	"39117"	12	34994	Unreliable
	"Muskingum County, OH"	"39119"	21	86149	24.4
	"Pickaway County, OH"	"39129"	16	57830	Unreliable
	"Pike County, OH"	"39131"	19	28270	Unreliable
	"Portage County, OH"	"39133"	40	162277	24.6
	"Preble County, OH"	"39135"	30	41120	73.0
	"Richland County, OH"	"39139"	51	120589	42.3
	"Ross County, OH"	"39141"	28	77313	36.2
	"Sandusky County, OH"	"39143"	22	59195	37.2
	"Scioto County, OH"	"39145"	53	75929	69.8
	"Seneca County, OH"	"39147"	19	55243	Unreliable
	"Shelby County, OH"	"39149"	22	48759	45.1
	"Stark County, OH"	"39151"	105	372542	28.2
	"Summit County, OH"	"39153"	250	541228	46.2
	"Trumbull County, OH"	"39155"	136	200380	67.9
	"Tuscarawas County, OH"	"39157"	22	92297	23.8
	"Union County, OH"	"39159"	11	56741	Unreliable
	"Warren County, OH"	"39165"	87	228882	38.0
	"Washington County, OH"	"39167"	15	60418	Unreliable
	"Wayne County, OH"	"39169"	24	116038	20.7
	"Wood County, OH"	"39173"	18	130492	Unreliable
	"Canadian County, OK"	"40017"	15	139926	Unreliable
	"Carter County, OK"	"40019"	15	48190	Unreliable
	"Cleveland County, OK"	"40027"	34	279641	12.2
	"Comanche County, OK"	"40031"	16	121526	Unreliable
	"Creek County, OK"	"40037"	14	71704	Unreliable
	"Garvin County, OK"	"40049"	10	27909	Unreliable
	"Kay County, OK"	"40071"	11	44544	Unreliable
	"Le Flore County, OK"	"40079"	12	49731	Unreliable
	"Mayes County, OK"	"40097"	11	40921	Unreliable
	"Muskogee County, OK"	"40101"	12	69086	Unreliable
	"Oklahoma County, OK"	"40109"	170	787958	21.6
	"Okmulgee County, OK"	"40111"	11	38930	Unreliable
	"Osage County, OK"	"40113"	18	47233	Unreliable
	"Pottawatomie County, OK"	"40125"	14	72226	Unreliable
	"Rogers County, OK"	"40131"	10	91444	Unreliable
	"Sequoyah County, OK"	"40135"	12	41252	Unreliable
	"Tulsa County, OK"	"40143"	134	646266	20.7
	"Wagoner County, OK"	"40145"	18	78657	Unreliable
	"Clackamas County, OR"	"41005"	33	412672	8.0
	"Deschutes County, OR"	"41017"	20	186875	10.7
	"Douglas County, OR"	"41019"	12	109405	Unreliable
	"Jackson County, OR"	"41029"	25	217479	11.5
	"Josephine County, OR"	"41033"	18	86352	Unreliable
	"Klamath County, OR"	"41035"	11	66935	Unreliable
	"Lane County, OR"	"41039"	74	374748	19.7
	"Linn County, OR"	"41043"	11	125047	Unreliable
	"Marion County, OR"	"41047"	44	341286	12.9
	"Multnomah County, OR"	"41051"	155	807555	19.2
	"Washington County, OR"	"41067"	43	588957	7.3
	"Yamhill County, OR"	"41071"	15	105722	Unreliable
	"Adams County, PA"	"42001"	17	102336	Unreliable
	"Allegheny County, PA"	"42003"	761	1223048	62.2
	"Armstrong County, PA"	"42005"	36	65642	54.8
	"Beaver County, PA"	"42007"	89	166140	53.6
	"Bedford County, PA"	"42009"	20	48480	41.3
	"Berks County, PA"	"42011"	116	417854	27.8
	"Blair County, PA"	"42013"	47	123457	38.1
	"Bradford County, PA"	"42015"	19	60853	Unreliable
	"Bucks County, PA"	"42017"	279	628341	44.4
	"Butler County, PA"	"42019"	96	187108	51.3
	"Cambria County, PA"	"42021"	84	133054	63.1
	"Carbon County, PA"	"42025"	26	63853	40.7
	"Centre County, PA"	"42027"	16	162660	Unreliable
	"Chester County, PA"	"42029"	168	519293	32.4
	"Clearfield County, PA"	"42033"	11	79685	Unreliable
	"Columbia County, PA"	"42037"	15	65932	Unreliable
	"Crawford County, PA"	"42039"	21	86159	24.4
	"Cumberland County, PA"	"42041"	84	250066	33.6
	"Dauphin County, PA"	"42043"	89	275710	32.3
	"Delaware County, PA"	"42045"	282	564696	49.9
	"Elk County, PA"	"42047"	10	30197	Unreliable
	"Erie County, PA"	"42049"	114	274541	41.5
	"Fayette County, PA"	"42051"	86	131504	65.4
	"Franklin County, PA"	"42055"	29	154234	18.8
	"Huntingdon County, PA"	"42061"	14	45491	Unreliable
	"Indiana County, PA"	"42063"	42	84953	49.4
	"Jefferson County, PA"	"42065"	10	43804	Unreliable
	"Lackawanna County, PA"	"42069"	85	210761	40.3
	"Lancaster County, PA"	"42071"	172	542903	31.7
	"Lawrence County, PA"	"42073"	57	87069	65.5
	"Lebanon County, PA"	"42075"	20	139754	14.3
	"Lehigh County, PA"	"42077"	118	366494	32.2
	"Luzerne County, PA"	"42079"	140	317343	44.1
	"Lycoming County, PA"	"42081"	32	113841	28.1
	"Mercer County, PA"	"42085"	40	111750	35.8
	"Mifflin County, PA"	"42087"	13	46388	Unreliable
	"Monroe County, PA"	"42089"	37	168046	22.0
	"Montgomery County, PA"	"42091"	216	826075	26.1
	"Northampton County, PA"	"42095"	123	303405	40.5
	"Northumberland County, PA"	"42097"	30	92029	32.6
	"Perry County, PA"	"42099"	19	46127	Unreliable
	"Philadelphia County, PA"	"42101"	1047	1580863	66.2
	"Pike County, PA"	"42103"	23	55691	41.3
	"Schuylkill County, PA"	"42107"	34	142569	23.8
	"Somerset County, PA"	"42111"	34	74501	45.6
	"Susquehanna County, PA"	"42115"	11	40985	Unreliable
	"Tioga County, PA"	"42117"	13	40793	Unreliable
	"Washington County, PA"	"42125"	107	207298	51.6
	"Wayne County, PA"	"42127"	16	51205	Unreliable
	"Westmoreland County, PA"	"42129"	207	352627	58.7
	"Wyoming County, PA"	"42131"	12	27322	Unreliable
	"York County, PA"	"42133"	139	446078	31.2
	"Bristol County, RI"	"44001"	10	48912	Unreliable
	"Kent County, RI"	"44003"	43	163760	26.3
	"Newport County, RI"	"44005"	28	83460	33.5
	"Providence County, RI"	"44007"	213	637357	33.4
	"Washington County, RI"	"44009"	26	126150	20.6
	"Aiken County, SC"	"45003"	46	168179	27.4
	"Anderson County, SC"	"45007"	35	198759	17.6
	"Beaufort County, SC"	"45013"	31	186844	16.6
	"Berkeley County, SC"	"45015"	41	217937	18.8
	"Charleston County, SC"	"45019"	86	401438	21.4
	"Darlington County, SC"	"45031"	10	67265	Unreliable
	"Dorchester County, SC"	"45035"	28	156456	17.9
	"Florence County, SC"	"45041"	33	138566	23.8
	"Georgetown County, SC"	"45043"	19	61607	Unreliable
	"Greenville County, SC"	"45045"	103	506837	20.3
	"Greenwood County, SC"	"45047"	15	70355	Unreliable
	"Horry County, SC"	"45051"	90	333268	27.0
	"Kershaw County, SC"	"45055"	12	65036	Unreliable
	"Lancaster County, SC"	"45057"	27	92550	29.2
	"Laurens County, SC"	"45059"	15	66848	Unreliable
	"Lexington County, SC"	"45063"	51	290642	17.5
	"Oconee County, SC"	"45073"	21	77270	27.2
	"Pickens County, SC"	"45077"	30	123479	24.3
	"Richland County, SC"	"45079"	86	411592	20.9
	"Spartanburg County, SC"	"45083"	75	306854	24.4
	"York County, SC"	"45091"	60	266439	22.5
	"Minnehaha County, SD"	"46099"	18	188616	Unreliable
	"Anderson County, TN"	"47001"	47	76257	61.6
	"Blount County, TN"	"47009"	54	129929	41.6
	"Bradley County, TN"	"47011"	30	105560	28.4
	"Campbell County, TN"	"47013"	11	39648	Unreliable
	"Carter County, TN"	"47019"	21	56488	37.2
	"Cheatham County, TN"	"47021"	25	40330	62.0
	"Cocke County, TN"	"47029"	15	35556	Unreliable
	"Coffee County, TN"	"47031"	16	55034	Unreliable
	"Cumberland County, TN"	"47035"	14	59078	Unreliable
	"Davidson County, TN"	"47037"	236	691243	34.1
	"Greene County, TN"	"47059"	21	68808	30.5
	"Hamblen County, TN"	"47063"	15	64277	Unreliable
	"Hamilton County, TN"	"47065"	85	361613	23.5
	"Jefferson County, TN"	"47089"	10	53804	Unreliable
	"Knox County, TN"	"47093"	242	461860	52.4
	"Lawrence County, TN"	"47099"	11	43396	Unreliable
	"Loudon County, TN"	"47105"	22	52152	42.2
	"McMinn County, TN"	"47107"	16	52877	Unreliable
	"Madison County, TN"	"47113"	16	97643	Unreliable
	"Maury County, TN"	"47119"	16	92163	Unreliable
	"Monroe County, TN"	"47123"	10	46240	Unreliable
	"Montgomery County, TN"	"47125"	36	200182	18.0
	"Putnam County, TN"	"47141"	13	77674	Unreliable
	"Roane County, TN"	"47145"	22	53036	41.5
	"Robertson County, TN"	"47147"	17	70177	Unreliable
	"Rutherford County, TN"	"47149"	65	317157	20.5
	"Sevier County, TN"	"47155"	32	97638	32.8
	"Shelby County, TN"	"47157"	208	936961	22.2
	"Sullivan County, TN"	"47163"	42	157158	26.7
	"Sumner County, TN"	"47165"	40	183545	21.8
	"Tipton County, TN"	"47167"	15	61366	Unreliable
	"Unicoi County, TN"	"47171"	10	17759	Unreliable
	"Washington County, TN"	"47179"	33	127806	25.8
	"Williamson County, TN"	"47187"	30	226257	13.3
	"Wilson County, TN"	"47189"	34	136442	24.9
	"Angelina County, TX"	"48005"	11	87805	Unreliable
	"Bell County, TX"	"48027"	41	347833	11.8
	"Bexar County, TX"	"48029"	210	1958578	10.7
	"Bowie County, TX"	"48037"	11	94012	Unreliable
	"Brazoria County, TX"	"48039"	39	362457	10.8
	"Cameron County, TX"	"48061"	18	423725	Unreliable
	"Collin County, TX"	"48085"	70	969603	7.2
	"Comal County, TX"	"48091"	16	141009	Unreliable
	"Dallas County, TX"	"48113"	337	2618148	12.9
	"Denton County, TX"	"48121"	72	836210	8.6
	"Ector County, TX"	"48135"	21	157087	13.4
	"Ellis County, TX"	"48139"	22	173620	12.7
	"El Paso County, TX"	"48141"	93	840410	11.1
	"Fort Bend County, TX"	"48157"	41	764828	5.4
	"Galveston County, TX"	"48167"	55	335036	16.4
	"Grayson County, TX"	"48181"	15	131140	Unreliable
	"Guadalupe County, TX"	"48187"	15	159659	Unreliable
	"Harris County, TX"	"48201"	536	4652980	11.5
	"Hays County, TX"	"48209"	18	214485	Unreliable
	"Henderson County, TX"	"48213"	12	81064	Unreliable
	"Hidalgo County, TX"	"48215"	28	860661	3.3
	"Hood County, TX"	"48221"	12	58273	Unreliable
	"Hunt County, TX"	"48231"	12	93872	Unreliable
	"Jefferson County, TX"	"48245"	33	256299	12.9
	"Johnson County, TX"	"48251"	16	167301	Unreliable
	"Kaufman County, TX"	"48257"	15	122883	Unreliable
	"Liberty County, TX"	"48291"	12	83658	Unreliable
	"Lubbock County, TX"	"48303"	46	305225	15.1
	"McLennan County, TX"	"48309"	22	251259	8.8
	"Montgomery County, TX"	"48339"	98	570934	17.2
	"Nueces County, TX"	"48355"	77	361221	21.3
	"Orange County, TX"	"48361"	23	85047	27.0
	"Parker County, TX"	"48367"	16	133463	Unreliable
	"Potter County, TX"	"48375"	15	120458	Unreliable
	"Randall County, TX"	"48381"	22	134442	16.4
	"Rockwall County, TX"	"48397"	13	96788	Unreliable
	"Smith County, TX"	"48423"	16	227727	Unreliable
	"Tarrant County, TX"	"48439"	200	2054475	9.7
	"Taylor County, TX"	"48441"	16	136290	Unreliable
	"Tom Green County, TX"	"48451"	13	118019	Unreliable
	"Travis County, TX"	"48453"	146	1226698	11.9
	"Victoria County, TX"	"48469"	10	92084	Unreliable
	"Webb County, TX"	"48479"	40	274794	14.6
	"Wichita County, TX"	"48485"	16	132000	Unreliable
	"Williamson County, TX"	"48491"	23	547545	4.2
	"Wise County, TX"	"48497"	11	66181	Unreliable
	"Cache County, UT"	"49005"	14	124438	Unreliable
	"Davis County, UT"	"49011"	57	347637	16.4
	"Salt Lake County, UT"	"49035"	272	1135649	24.0
	"Tooele County, UT"	"49045"	15	67456	Unreliable
	"Utah County, UT"	"49049"	111	606425	18.3
	"Washington County, UT"	"49053"	35	165662	21.1
	"Weber County, UT"	"49057"	67	251769	26.6
	"Chittenden County, VT"	"50007"	38	162372	23.4
	"Franklin County, VT"	"50011"	13	49025	Unreliable
	"Rutland County, VT"	"50021"	13	59087	Unreliable
	"Washington County, VT"	"50023"	11	58290	Unreliable
	"Windham County, VT"	"50025"	19	42869	Unreliable
	"Windsor County, VT"	"50027"	13	55100	Unreliable
	"Arlington County, VA"	"51013"	19	234965	Unreliable
	"Augusta County, VA"	"51015"	14	75144	Unreliable
	"Bedford County, VA"	"51019"	17	77974	Unreliable
	"Chesterfield County, VA"	"51041"	73	343599	21.2
	"Culpeper County, VA"	"51047"	24	51282	46.8
	"Fairfax County, VA"	"51059"	120	1148433	10.4
	"Fauquier County, VA"	"51061"	18	69465	Unreliable
	"Frederick County, VA"	"51069"	17	86484	Unreliable
	"Hanover County, VA"	"51085"	24	105923	22.7
	"Henrico County, VA"	"51087"	67	327898	20.4
	"Henry County, VA"	"51089"	13	51227	Unreliable
	"James City County, VA"	"51095"	11	75524	Unreliable
	"King George County, VA"	"51099"	11	26337	Unreliable
	"Loudoun County, VA"	"51107"	30	398080	7.5
	"Montgomery County, VA"	"51121"	12	98559	Unreliable
	"Prince George County, VA"	"51149"	10	37809	Unreliable
	"Prince William County, VA"	"51153"	68	463023	14.7
	"Pulaski County, VA"	"51155"	11	34184	Unreliable
	"Roanoke County, VA"	"51161"	24	93730	25.6
	"Shenandoah County, VA"	"51171"	10	43225	Unreliable
	"Spotsylvania County, VA"	"51177"	22	133033	16.5
	"Stafford County, VA"	"51179"	19	146649	Unreliable
	"Tazewell County, VA"	"51185"	11	41095	Unreliable
	"Warren County, VA"	"51187"	17	39563	Unreliable
	"Washington County, VA"	"51191"	12	54387	Unreliable
	"Wise County, VA"	"51195"	20	38586	51.8
	"Alexandria city, VA"	"51510"	15	160035	Unreliable
	"Bedford city, VA"	"51515"	Missing	Missing	Missing
	"Chesapeake city, VA"	"51550"	48	240397	20.0
	"Clifton Forge city, VA"	"51560"	Missing	Missing	Missing
	"Hampton city, VA"	"51650"	20	134669	14.9
	"Hopewell city, VA"	"51670"	11	22621	Unreliable
	"Lynchburg city, VA"	"51680"	10	80995	Unreliable
	"Newport News city, VA"	"51700"	30	179388	16.7
	"Norfolk city, VA"	"51710"	61	244703	24.9
	"Petersburg city, VA"	"51730"	15	31750	Unreliable
	"Portsmouth city, VA"	"51740"	26	94572	27.5
	"Richmond city, VA"	"51760"	80	227032	35.2
	"Roanoke city, VA"	"51770"	49	99837	49.1
	"Suffolk city, VA"	"51800"	10	90237	Unreliable
	"Virginia Beach city, VA"	"51810"	76	450435	16.9
	"Benton County, WA"	"53005"	31	198171	15.6
	"Clallam County, WA"	"53009"	17	75474	Unreliable
	"Clark County, WA"	"53011"	80	474643	16.9
	"Cowlitz County, WA"	"53015"	23	106910	21.5
	"Grant County, WA"	"53025"	14	95158	Unreliable
	"Grays Harbor County, WA"	"53027"	18	72697	Unreliable
	"Island County, WA"	"53029"	14	83159	Unreliable
	"King County, WA"	"53033"	335	2188649	15.3
	"Kitsap County, WA"	"53035"	32	266414	12.0
	"Lewis County, WA"	"53041"	11	78200	Unreliable
	"Mason County, WA"	"53045"	10	63710	Unreliable
	"Pierce County, WA"	"53053"	161	876764	18.4
	"Skagit County, WA"	"53057"	20	125619	15.9
	"Snohomish County, WA"	"53061"	134	801633	16.7
	"Spokane County, WA"	"53063"	81	506152	16.0
	"Thurston County, WA"	"53067"	34	280588	12.1
	"Walla Walla County, WA"	"53071"	17	60567	Unreliable
	"Whatcom County, WA"	"53073"	24	221404	10.8
	"Yakima County, WA"	"53077"	39	250193	15.6
	"Berkeley County, WV"	"54003"	91	114920	79.2
	"Boone County, WV"	"54005"	13	22349	Unreliable
	"Cabell County, WV"	"54011"	145	94958	152.7
	"Fayette County, WV"	"54019"	31	43521	71.2
	"Hampshire County, WV"	"54027"	11	23471	Unreliable
	"Hancock County, WV"	"54029"	16	29448	Unreliable
	"Harrison County, WV"	"54033"	20	67811	29.5
	"Jefferson County, WV"	"54037"	23	56338	40.8
	"Kanawha County, WV"	"54039"	127	183293	69.3
	"Lincoln County, WV"	"54043"	17	20825	Unreliable
	"Logan County, WV"	"54045"	34	32925	103.3
	"McDowell County, WV"	"54047"	10	18456	Unreliable
	"Marion County, WV"	"54049"	10	56337	Unreliable
	"Mason County, WV"	"54053"	17	26801	Unreliable
	"Mercer County, WV"	"54055"	34	59753	56.9
	"Mingo County, WV"	"54059"	16	24127	Unreliable
	"Monongalia County, WV"	"54061"	31	105030	29.5
	"Morgan County, WV"	"54065"	14	17686	Unreliable
	"Ohio County, WV"	"54069"	19	42035	Unreliable
	"Putnam County, WV"	"54079"	34	56792	59.9
	"Raleigh County, WV"	"54081"	57	75022	76.0
	"Wayne County, WV"	"54099"	51	40153	127.0
	"Wood County, WV"	"54107"	20	85104	23.5
	"Wyoming County, WV"	"54109"	13	21210	Unreliable
	"Brown County, WI"	"55009"	41	262052	15.6
	"Chippewa County, WI"	"55017"	12	63813	Unreliable
	"Columbia County, WI"	"55021"	12	57248	Unreliable
	"Dane County, WI"	"55025"	109	536416	20.3
	"Dodge County, WI"	"55027"	22	87786	25.1
	"Jefferson County, WI"	"55055"	22	84832	25.9
	"Kenosha County, WI"	"55059"	52	168521	30.9
	"La Crosse County, WI"	"55063"	27	118274	22.8
	"Manitowoc County, WI"	"55071"	11	79175	Unreliable
	"Marathon County, WI"	"55073"	18	135732	Unreliable
	"Milwaukee County, WI"	"55079"	355	952085	37.3
	"Outagamie County, WI"	"55087"	21	186059	11.3
	"Ozaukee County, WI"	"55089"	13	88429	Unreliable
	"Racine County, WI"	"55101"	52	196071	26.5
	"Rock County, WI"	"55105"	48	162309	29.6
	"Sheboygan County, WI"	"55117"	21	115344	18.2
	"Walworth County, WI"	"55127"	18	103082	Unreliable
	"Washington County, WI"	"55131"	22	135101	16.3
	"Waukesha County, WI"	"55133"	76	400621	19.0
	"Winnebago County, WI"	"55139"	34	170414	20.0
	"Laramie County, WY"	"56021"	14	98327	Unreliable
	"Natrona County, WY"	"56025"	10	79547	Unreliable
"Total"			70237	325719178	21.6
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"UCD - Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44); Drug poisonings (overdose) Suicide"
"(X60-X64); Drug poisonings (overdose) Homicide (X85); Drug poisonings (overdose) Undetermined (Y10-Y14)"
"Year/Month: 2017"
"Group By: County"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 10, 2019 9:03:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Oct 10, 2019 9:03:14 PM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
